county,state,clinton,sanders
Columbia,GA,0.668335419,0.325128633
Cook,GA,0.762155059,0.224704336
Coweta,GA,0.655587306,0.336140773
Crawford,GA,0.791332263,0.192616372
Crisp,GA,0.801535088,0.188596491
Dade,GA,0.503118503,0.48024948
Dawson,GA,0.528813559,0.455932203
Decatur,GA,0.789160214,0.200714711
DeKalb,GA,0.714708453,0.282998624
Dodge,GA,0.79532967,0.193681319
Dooly,GA,0.884109916,0.108721625
Dougherty,GA,0.857197771,0.138285604
Douglas,GA,0.746009054,0.250258121
Early,GA,0.892572944,0.100795756
Echols,GA,0.457142857,0.514285714
Effingham,GA,0.644614543,0.339529798
Elbert,GA,0.752529899,0.237350506
Emanuel,GA,0.831140351,0.158991228
Evans,GA,0.785067873,0.192307692
Fannin,GA,0.599780702,0.390350877
Fayette,GA,0.710431127,0.285951706
Floyd,GA,0.643931795,0.343029087
Forsyth,GA,0.537558005,0.457221578
Franklin,GA,0.625222025,0.364120782
Fulton,GA,0.709964186,0.287534772
Gilmer,GA,0.52972973,0.457297297
Glascock,GA,0.62295082,0.31147541
Glynn,GA,0.686606292,0.305529075
Gordon,GA,0.575443787,0.409763314
Grady,GA,0.758768178,0.224123182
Greene,GA,0.858167331,0.134661355
Gwinnett,GA,0.662417375,0.333892911
Habersham,GA,0.521294719,0.471039182
Hall,GA,0.602482331,0.388898466
Hancock,GA,0.87305296,0.114485981
Haralson,GA,0.55126498,0.415446072
Harris,GA,0.750136687,0.244942592
Hart,GA,0.72265625,0.26953125
Heard,GA,0.701265823,0.281012658
Henry,GA,0.776701416,0.219708891
Houston,GA,0.759720717,0.235464066
Irwin,GA,0.795121951,0.185365854
Jackson,GA,0.612422998,0.376283368
Jasper,GA,0.814910026,0.170951157
Jeff Davis,GA,0.764818356,0.20458891
Jefferson,GA,0.880588877,0.113413304
Jenkins,GA,0.841607565,0.151300236
Johnson,GA,0.851203501,0.140043764
Jones,GA,0.802325581,0.187563195
Lamar,GA,0.799082569,0.190825688
Lanier,GA,0.762214984,0.228013029
Laurens,GA,0.82234957,0.162249284
Lee,GA,0.741556535,0.246696035
Liberty,GA,0.797424893,0.194277539
Lincoln,GA,0.844583987,0.14599686
Long,GA,0.683937824,0.292746114
Lowndes,GA,0.674051695,0.318898959
Lumpkin,GA,0.504050405,0.483348335
McDuffie,GA,0.846511628,0.148172757
McIntosh,GA,0.844878049,0.145365854
Macon,GA,0.898804048,0.096596136
Madison,GA,0.556876061,0.428692699
Marion,GA,0.765541741,0.213143872
Meriwether,GA,0.85405721,0.138353765
Miller,GA,0.775609756,0.180487805
Mitchell,GA,0.858056266,0.129795396
Monroe,GA,0.800383877,0.192578375
Montgomery,GA,0.782016349,0.196185286
Morgan,GA,0.775127768,0.220613288
Murray,GA,0.511520737,0.468894009
Muscogee,GA,0.790826365,0.205484506
Newton,GA,0.780281086,0.214783821
Oconee,GA,0.524176294,0.471544715
Oglethorpe,GA,0.605603448,0.385775862
Paulding,GA,0.655797678,0.337680929
Peach,GA,0.836744883,0.157763355
Pickens,GA,0.531442663,0.45622688
Pierce,GA,0.669724771,0.318042813
Pike,GA,0.683006536,0.307189542
Polk,GA,0.685548293,0.292665214
Pulaski,GA,0.860411899,0.137299771
Putnam,GA,0.802025783,0.189686924
Quitman,GA,0.910377358,0.070754717
Rabun,GA,0.541496599,0.443537415
Randolph,GA,0.895348837,0.091731266
Richmond,GA,0.816770964,0.179524406
Rockdale,GA,0.779374389,0.218377322
Schley,GA,0.835227273,0.142045455
Screven,GA,0.809424084,0.17591623
Seminole,GA,0.84519573,0.144128114
Spalding,GA,0.786341953,0.205874969
Stephens,GA,0.606860158,0.374670185
Stewart,GA,0.900195695,0.090019569
Sumter,GA,0.823875578,0.169819252
Talbot,GA,0.866734486,0.12207528
Taliaferro,GA,0.864468864,0.128205128
Tattnall,GA,0.759530792,0.225806452
Taylor,GA,0.875229358,0.11559633
Telfair,GA,0.811428571,0.173333333
Terrell,GA,0.879649891,0.115973742
Thomas,GA,0.78247619,0.209904762
Tift,GA,0.759344262,0.226229508
Toombs,GA,0.762162162,0.224324324
Towns,GA,0.529215359,0.450751252
Treutlen,GA,0.822888283,0.158038147
Troup,GA,0.788528795,0.200279785
Turner,GA,0.789473684,0.193779904
Twiggs,GA,0.863924051,0.124472574
Union,GA,0.56329735,0.410206084
Upson,GA,0.808371485,0.183126226
Walker,GA,0.529380902,0.455928646
Walton,GA,0.699607132,0.293442128
Ware,GA,0.75040783,0.231647635
Warren,GA,0.894837476,0.093690249
Washington,GA,0.863703704,0.127407407
Wayne,GA,0.732776618,0.246346555
Webster,GA,0.894736842,0.094736842
Wheeler,GA,0.859223301,0.126213592
White,GA,0.524710831,0.462670873
Whitfield,GA,0.532894737,0.453947368
Wilcox,GA,0.868194842,0.11747851
Wilkes,GA,0.821052632,0.164912281
Wilkinson,GA,0.832832833,0.155155155
Worth,GA,0.794901506,0.19235226
Georgia,T,0.712958245,0.281952687
Adams,IL,0.507828067,0.470822659
Alexander,IL,0.599688474,0.338006231
Bond,IL,0.449375,0.534375
Boone,IL,0.41108545,0.583035902
Brown,IL,0.492307692,0.48
Bureau,IL,0.444412022,0.54274876
Calhoun,IL,0.449246231,0.506532663
Carroll,IL,0.487519501,0.500780031
Cass,IL,0.469273743,0.501862197
Champaign,IL,0.332413494,0.664764976
Christian,IL,0.468561873,0.511371237
Clark,IL,0.447452229,0.52866242
Clay,IL,0.448931116,0.521377672
Clinton,IL,0.411418215,0.575441776
Coles,IL,0.399626953,0.589181627
Cook,IL,0.536635794,0.454869379
Crawford,IL,0.499589828,0.479901559
Cumberland,IL,0.395652174,0.563043478
DeKalb,IL,0.330965115,0.664963678
De Witt,IL,0.453150242,0.533117932
Douglas,IL,0.422707424,0.561572052
DuPage,IL,0.473175286,0.523540862
Edgar,IL,0.473963868,0.497343252
Edwards,IL,0.481481481,0.498316498
Effingham,IL,0.40353324,0.580195258
Fayette,IL,0.479004666,0.5
Ford,IL,0.390773406,0.594301221
Franklin,IL,0.421307038,0.537896365
Fulton,IL,0.451457329,0.532606416
Gallatin,IL,0.403495441,0.503799392
Greene,IL,0.469010176,0.494912118
Grundy,IL,0.394428434,0.59673391
Hamilton,IL,0.428278689,0.49692623
Hancock,IL,0.563896336,0.418230563
Hardin,IL,0.403990025,0.55361596
Henderson,IL,0.520737327,0.4546851
Henry,IL,0.506450856,0.484400657
Iroquois,IL,0.374655647,0.606749311
Jackson,IL,0.374045802,0.620294814
Jasper,IL,0.405438813,0.536464771
Jefferson,IL,0.471480753,0.499297555
Jersey,IL,0.435910478,0.544760936
Jo Daviess,IL,0.51441933,0.477786438
Johnson,IL,0.45125,0.525
Kane,IL,0.434088055,0.562052153
Kankakee,IL,0.456679709,0.536705795
Kendall,IL,0.415352728,0.580427863
Knox,IL,0.47266624,0.515025575
Lake,IL,0.526756431,0.469670456
LaSalle,IL,0.434700264,0.555500659
Lawrence,IL,0.468539326,0.484269663
Lee,IL,0.394576478,0.597501523
Livingston,IL,0.434691745,0.550679206
Logan,IL,0.42790967,0.563983787
McDonough,IL,0.414308176,0.57822327
McHenry,IL,0.388156543,0.607791903
McLean,IL,0.371067672,0.624753854
Macon,IL,0.53855193,0.451505017
Macoupin,IL,0.431005111,0.547777606
Madison,IL,0.440384615,0.550424208
Marion,IL,0.476468869,0.49926922
Marshall,IL,0.490094746,0.504737295
Mason,IL,0.490974729,0.488808664
Massac,IL,0.513796384,0.468125595
Menard,IL,0.443701226,0.547380156
Mercer,IL,0.512737127,0.466124661
Monroe,IL,0.442053489,0.546572395
Montgomery,IL,0.482811896,0.493240633
Morgan,IL,0.415446072,0.571682202
Moultrie,IL,0.442654028,0.536492891
Ogle,IL,0.401747703,0.59197849
Peoria,IL,0.521428896,0.473071854
Perry,IL,0.468236583,0.509857612
Piatt,IL,0.430131004,0.555131004
Pike,IL,0.509221311,0.462090164
Pope,IL,0.372013652,0.600682594
Pulaski,IL,0.616987179,0.34775641
Putnam,IL,0.467145791,0.517453799
Randolph,IL,0.445877163,0.527655243
Richland,IL,0.4375,0.538085938
Rock Island,IL,0.516181067,0.471065632
St. Clair,IL,0.599514803,0.392068522
Saline,IL,0.459459459,0.504795118
Sangamon,IL,0.469136426,0.525715439
Schuyler,IL,0.543574594,0.434268833
Scott,IL,0.465838509,0.5
Shelby,IL,0.440878378,0.529842342
Stark,IL,0.471291866,0.514354067
Stephenson,IL,0.490022173,0.499876817
Tazewell,IL,0.44711138,0.544559703
Union,IL,0.433207902,0.54233302
Vermilion,IL,0.512441157,0.471250841
Wabash,IL,0.497206704,0.481843575
Warren,IL,0.490209318,0.50033761
Washington,IL,0.396702231,0.577109602
Wayne,IL,0.412677878,0.542043984
White,IL,0.489601386,0.460138648
Whiteside,IL,0.479497354,0.514054233
Will,IL,0.470597937,0.524201174
Williamson,IL,0.422266233,0.55297779
Winnebago,IL,0.471059939,0.523698087
Woodford,IL,0.438013699,0.554794521
Illinois,T,0.505608578,0.486124101
Adams,IN,0.490351311,0.509648689
Allen,IN,0.477603886,0.522396114
Bartholomew,IN,0.46602919,0.53397081
Benton,IN,0.447058824,0.552941176
Blackford,IN,0.489572989,0.510427011
Boone,IN,0.448164147,0.551835853
Brown,IN,0.388246628,0.611753372
Carroll,IN,0.439446367,0.560553633
Cass,IN,0.407089151,0.592910849
Clark,IN,0.53855516,0.46144484
Clay,IN,0.47020202,0.52979798
Clinton,IN,0.409039548,0.590960452
Crawford,IN,0.526153846,0.473846154
Daviess,IN,0.434677419,0.565322581
Dearborn,IN,0.527493364,0.472506636
Decatur,IN,0.462609971,0.537390029
DeKalb,IN,0.473029046,0.526970954
Delaware,IN,0.442561477,0.557438523
Dubois,IN,0.501304915,0.498695085
Elkhart,IN,0.426587125,0.573412875
Fayette,IN,0.472849592,0.527150408
Floyd,IN,0.52719954,0.47280046
Fountain,IN,0.472,0.528
Franklin,IN,0.547169811,0.452830189
Fulton,IN,0.465152702,0.534847298
Gibson,IN,0.505277494,0.494722506
Grant,IN,0.497211497,0.502788503
Greene,IN,0.425548589,0.574451411
Hamilton,IN,0.457895912,0.542104088
Hancock,IN,0.406879384,0.593120616
Harrison,IN,0.535545024,0.464454976
Hendricks,IN,0.413892663,0.586107337
Henry,IN,0.455448065,0.544551935
Howard,IN,0.485678876,0.514321124
Huntington,IN,0.405235095,0.594764905
Jackson,IN,0.515279241,0.484720759
Jasper,IN,0.407523511,0.592476489
Jay,IN,0.495702006,0.504297994
Jefferson,IN,0.529392869,0.470607131
Jennings,IN,0.476109215,0.523890785
Johnson,IN,0.402138337,0.597861663
Knox,IN,0.495449374,0.504550626
Kosciusko,IN,0.393071858,0.606928142
LaGrange,IN,0.474067334,0.525932666
Lake,IN,0.567009496,0.432990504
LaPorte,IN,0.459234485,0.540765515
Lawrence,IN,0.391881919,0.608118081
Madison,IN,0.48051854,0.51948146
Marion,IN,0.503557953,0.496442047
Marshall,IN,0.413484692,0.586515308
Martin,IN,0.455767077,0.544232923
Miami,IN,0.421792619,0.578207381
Monroe,IN,0.347109217,0.652890783
Montgomery,IN,0.425342058,0.574657942
Morgan,IN,0.425758382,0.574241618
Newton,IN,0.454450262,0.545549738
Noble,IN,0.470930233,0.529069767
Ohio,IN,0.582159624,0.417840376
Orange,IN,0.477056962,0.522943038
Owen,IN,0.374036752,0.625963248
Parke,IN,0.453467153,0.546532847
Perry,IN,0.549352751,0.450647249
Pike,IN,0.456993918,0.543006082
Porter,IN,0.414915966,0.585084034
Posey,IN,0.447695391,0.552304609
Pulaski,IN,0.425970874,0.574029126
Putnam,IN,0.450300509,0.549699491
Randolph,IN,0.442839196,0.557160804
Ripley,IN,0.510978044,0.489021956
Rush,IN,0.426380368,0.573619632
St. Joseph,IN,0.471982234,0.528017766
Scott,IN,0.552155772,0.447844228
Shelby,IN,0.44800885,0.55199115
Spencer,IN,0.507177033,0.492822967
Starke,IN,0.452401372,0.547598628
Steuben,IN,0.466920514,0.533079486
Sullivan,IN,0.421010744,0.578989256
Switzerland,IN,0.511904762,0.488095238
Tippecanoe,IN,0.385009938,0.614990062
Tipton,IN,0.418983701,0.581016299
Union,IN,0.5,0.5
Vanderburgh,IN,0.456609605,0.543390395
Vermillion,IN,0.450692405,0.549307595
Vigo,IN,0.448475406,0.551524594
Wabash,IN,0.456193353,0.543806647
Warren,IN,0.48490566,0.51509434
Warrick,IN,0.460281981,0.539718019
Washington,IN,0.517598344,0.482401656
Wayne,IN,0.456183825,0.543816175
Wells,IN,0.489416292,0.510583708
White,IN,0.437114673,0.562885327
Whitley,IN,0.435834156,0.564165844
Indiana,T,0.475446125,0.524553875
Adair,KY,0.49627263,0.436634718
Allen,KY,0.46012931,0.474137931
Anderson,KY,0.360050891,0.524491094
Ballard,KY,0.319652723,0.520126283
Barren,KY,0.371992481,0.498684211
Bath,KY,0.456063907,0.46550472
Bell,KY,0.447160883,0.455835962
Boone,KY,0.518204312,0.441145281
Bourbon,KY,0.464989518,0.455765199
Boyd,KY,0.446821516,0.461083945
Boyle,KY,0.498940357,0.439297608
Bracken,KY,0.325129534,0.549222798
Breathitt,KY,0.338865419,0.517803259
Breckinridge,KY,0.459162304,0.458115183
Bullitt,KY,0.444291609,0.490600642
Butler,KY,0.510729614,0.420600858
Caldwell,KY,0.342960289,0.521058965
Calloway,KY,0.358458139,0.549717653
Campbell,KY,0.480953104,0.475489452
Carlisle,KY,0.256218905,0.574626866
Carroll,KY,0.415012942,0.494391717
Carter,KY,0.391389432,0.514187867
Casey,KY,0.507246377,0.439613527
Christian,KY,0.501750051,0.398599959
Clark,KY,0.455231388,0.474849095
Clay,KY,0.484210526,0.415789474
Clinton,KY,0.578544061,0.356321839
Crittenden,KY,0.356083086,0.510385757
Cumberland,KY,0.448275862,0.5
Daviess,KY,0.454920977,0.465876437
Edmonson,KY,0.494604317,0.471223022
Elliott,KY,0.347137637,0.53227771
Estill,KY,0.475987193,0.469583778
Fayette,KY,0.527990292,0.449770485
Fleming,KY,0.406614786,0.522697795
Floyd,KY,0.313654131,0.540504111
Franklin,KY,0.450643406,0.46618879
Fulton,KY,0.465976331,0.362426036
Gallatin,KY,0.394537178,0.515933232
Garrard,KY,0.504651163,0.45
Grant,KY,0.409090909,0.492424242
Graves,KY,0.318181818,0.513265704
